id,kind,priority,claim,as_recorded,confidence,flags,is_new,quote,source,notes,verdict,reviewer_note
order:makhdoom-abdul-rahim-girhori:naqshbandiyya:6508345f,order,3,Makhdoom Abdul Rahim Girhori — belongs to — naqshbandiyya,Naqshbandi,0.95,,,It honours a leading Naqshbandi mystic and scholar of eighteenth-century Sindh (1739–1778) who belonged to the Mangrio tribe,data/shrines.csv#shrine-of-makhdoom-abdul-rahim-girhori,,,
order:makhdoom-nooh:suhrawardiyya:4d2cb4aa,order,3,Makhdoom Nooh — belongs to — suhrawardiyya (branch: Sarwari),Suhrawardi,0.95,,,he is remembered as the founder of the *Sarwari* branch of the order in Sindh,data/shrines.csv#shrine-of-makhdoom-nooh-hala,"IMPORTANT COLLISION: this ""Sarwari"" is a branch of the SUHRAWARDI order in Sindh, founded by Makhdoom Nooh. It is not the same as Sultan Bahu's ""Sarwari Qadiri"" (a branch of the Qadiri order). Two distinct branches share a name; they must not be merged into one node.",,
order:makhdoom-nooh:suhrawardiyya:9b0a5438,order,3,Makhdoom Nooh — belongs to — suhrawardiyya,Suhrawardi,0.95,,,"A Sufi of the *Suhrawardi* order, honoured also with an Uwaisi spiritual lineage, he is remembered as the founder of the *Sarwari* branch of the order in Sindh",data/shrines.csv#shrine-of-makhdoom-nooh-hala,,,
order:mian-muhammad-umar-chamkani:naqshbandiyya:325e100a,order,3,Mian Muhammad Umar Chamkani — belongs to — naqshbandiyya,Naqshbandi,0.95,,,Mian Umar (traditionally 1671-1776) was a Sufi of the Naqshbandi order,data/shrines.csv#shrine-of-mian-umar-baba-chamkani,,,
order:muhammad-shamsuddin-sialvi:chishtiyya:9d4df17e,order,3,Muhammad Shamsuddin Sialvi — belongs to — chishtiyya,Chishti,0.95,,,He was initiated in the Chishti order and became a spiritual heir within the line of Khwaja Sulaiman Taunsvi,data/shrines.csv#sial-sharif,,,
order:pir-abdul-ul-karim:chishtiyya:cc9f293c,order,3,Pir Abdul-ul-karim — belongs to — chishtiyya (branch: Chishti-Nizami),Chishti-Nizami,0.95,,,"He is counted within the Chishti order, the *silsila* most closely identified with Punjabi and Indian Sufism",data/shrines.csv#eidgah-sharif,,,
order:pir-meher-ali-shah:chishtiyya:ee16ce28,order,3,Pir Meher Ali Shah — belongs to — chishtiyya,Chishti,0.95,,,"in the Sufi path he was initiated in the Chishti order, taking spiritual allegiance in the line of Khwaja Shamsuddin Sialvi of Sial Sharif",data/shrines.csv#golra-sharif,,,
order:shah-daula-daryai:suhrawardiyya:c0e59180,order,3,Shah Daula Daryai — belongs to — suhrawardiyya,Suhrawardi,0.95,,,"he became the disciple of a Suhrawardi *faqir* remembered as Shah Saidan Sarmast, serving at his master's *khanqah* with great devotion",data/shrines.csv#shrine-of-hazrat-shah-daula-daryai,,,
order:shah-hussain:null:c0798475,order,3,Shah Hussain — belongs to — null (branch: Malamati),Malamati,0.95,,,"Hussain belonged, in spirit, to the *Malamatiyya* — the Sufis of the “path of blame,” who deliberately drew the censure of respectable society upon themselves",data/shrines.csv#shrine-of-hazrat-madho-lal-hussain-shah-hussain-darbar,"parentOrder null: the Malamatiyya is not a branch of any of the five and the corpus does not place it under one. The overview calls him ""the great Malamati Sufi"" flatly; the History section hedges with ""in spirit"". See newOrdersNeeded.",,
order:shah-inayat-qadiri:qadiriyya:03d6bbff,order,3,Shah Inayat Qadiri — belongs to — qadiriyya (branch: Qadri Shattari),Qadri Shattari,0.95,,,He combined the Qadiri and Shattari silsilas in his own practice and authored several Persian works of mystical philosophy,data/shrines.csv#shrine-of-shah-inayat-qadiri,"multiple=true: the source names two silsilas. Only one of them (Qadiri) exists among the five; Shattari has no node, so parentOrders lists only qadiriyya and the Shattari half is carried by the branch string and newOrdersNeeded. Do not read the single parentOrder as the whole of his affiliation.",,
order:shah-sulaimn-nri:qadiriyya:e789616c,order,3,Shah Sulaimān Nūri — belongs to — qadiriyya,Qadiri,0.95,,,a sixteenth-century Sufi of the *Qadiriyya* order who is remembered locally with the affectionate title *Sakhi Badshah*,data/shrines.csv#purana-bhalwal,,,
order:syed-abdul-razzaq:qadiriyya:ceb4339c,order,3,Syed Abdul Razzaq — belongs to — qadiriyya,Qadiri,0.95,,,"the shrine of Baba Shah Chiragh commemorates Syed Abdul Razzaq, a Sufi of the Qadiri lineage who traced his descent to Sheikh Abdul Qadir Gilani of Baghdad",data/shrines.csv#shrine-of-baba-shah-chiragh,,,
order:syed-musa-pak:qadiriyya:95febb38,order,3,Syed Musa Pak — belongs to — qadiriyya,Qadiri,0.95,,,"Learned and devout, he was a shaykh of the Qadiri order and a guide of many disciples",data/shrines.csv#shrine-of-syed-musa-pak,"The row also uses the compound ""Qadiri-Gilani"" for the family line in Multan (""Through him and his descendants the Qadiri-Gilani presence was firmly established in Multan"").",,
